vulnerability_type,fixed_code
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionFixed {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(command.split(""\\s+""));
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class CommandInjectionSecure {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a file name: "");
        String fileName = reader.readLine();
        List<String> command = new ArrayList<>();
        command.add(""ls"");
        command.add(fileName);
        ProcessBuilder processBuilder = new ProcessBuilder(command);
        Process process = processBuilder.start();
        BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = inputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.*;
public class CommandInjectionExample {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a command to execute: "");
        String userInput = reader.readLine();
        ProcessBuilder processBuilder = new ProcessBuilder();
        processBuilder.command(""echo"", userInput);
        Process process = processBuilder.start();
        BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = inputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class SecureCommandExecution {
    public static void main(String[] args) {
        try {
            BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = br.readLine();
            if (!command.matches(""[a-zA-Z0-9-_.*]+"")) {
                System.out.println(""Invalid command. Please enter a valid command."");
                return;
            }
            ProcessBuilder processBuilder = new ProcessBuilder(command);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String inputLine;
            while ((inputLine = inputReader.readLine()) != null) {
                System.out.println(inputLine);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionFixed {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter the IP address to ping: "");
        String ipAddress = reader.readLine();
        ProcessBuilder processBuilder = new ProcessBuilder(""ping"", ipAddress);
        Process process = processBuilder.start();
        BufferedReader resultReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = resultReader.readLine()) != null) {
            System.out.println(line);
        }
        process.destroy();
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class SecureCommandExecution {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a hostname to ping: "");
        String hostname = reader.readLine();
        ProcessBuilder processBuilder = new ProcessBuilder(""ping"", hostname);
        Process process = processBuilder.start();
        BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = inputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionFixed {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a command to execute: "");
        String command = reader.readLine();
        ProcessBuilder processBuilder = new ProcessBuilder(command);
        try {
            Process process = processBuilder.start();
            BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = outputReader.readLine()) != null) {
                System.out.println(line);
            }
            process.waitFor();
        } catch (IOException | InterruptedException e) {
            System.err.println(""Error executing command: "" + e.getMessage());
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionExample {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder();
            processBuilder.command(""ls"", command);
            Process process = processBuilder.start();
            BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = outputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionSecure {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String userInput = reader.readLine();
            String[] command = {""sh"", ""-c"", userInput};
            Process process = Runtime.getRuntime().exec(command);
            BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = outputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class CommandInjectionFixed {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            List<String> commands = new ArrayList<>();
            commands.add(""/bin/sh"");
            commands.add(""-c"");
            commands.add(command);
            ProcessBuilder processBuilder = new ProcessBuilder(commands);
            Process process = processBuilder.start();
            BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = outputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.*;
public class CommandInjectionDemo {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String userInput = reader.readLine();
            String[] command = {""ping"", ""-c"", ""4"", userInput};
            ProcessBuilder processBuilder = new ProcessBuilder(command);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.*;
public class SecureCommandExecutionExample {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            String[] commandParts = command.split(""\\s+"");
            ProcessBuilder processBuilder = new ProcessBuilder(commandParts);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class CommandInjectionExample {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.println(""Enter a directory name to list files: "");
        String directory = reader.readLine();
        List<String> command = new ArrayList<>();
        command.add(""ls"");
        command.add(directory);
        ProcessBuilder processBuilder = new ProcessBuilder(command);
        Process process = processBuilder.start();
        BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = inputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionSecure {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a command to execute: "");
        String userInput = reader.readLine();
        ProcessBuilder processBuilder = new ProcessBuilder(""ping"", userInput);
        processBuilder.redirectErrorStream(true);
        Process process = processBuilder.start();
        BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = inputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class CommandInjectionSecure {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter the IP address to ping: "");
        String ip = reader.readLine();
        List<String> command = new ArrayList<>();
        command.add(""ping"");
        command.add(ip);
        ProcessBuilder processBuilder = new ProcessBuilder(command);
        Process process = processBuilder.start();
        BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = outputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionFixed {
    public static void main(String[] args) {
        try {
            BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = br.readLine();
            String[] sanitizedCommand = { ""/bin/sh"", ""-c"", command };
            Process process = new ProcessBuilder(sanitizedCommand).start();
            BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = reader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionFixed {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(command.split("" ""));
            Process process = processBuilder.start();
            BufferedReader inputStream = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputStream.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionExample {
    public static void main(String[] args) {
        try {
            BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String userInput = br.readLine();
            String[] command = { ""ping"", userInput };
            ProcessBuilder processBuilder = new ProcessBuilder(command);
            Process p = processBuilder.start();
            BufferedReader reader = new BufferedReader(new InputStreamReader(p.getInputStream()));
            String line;
            while ((line = reader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            System.err.println(""Error executing command: "" + e.getMessage());
        }
    }
}"
Command Injection,"import java.io.*;
public class SecureCommandExecution {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            String[] cmd = {""ping"", ""-c"", ""1"", command}; 
            ProcessBuilder processBuilder = new ProcessBuilder(cmd);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class CommandInjectionFixed {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter the IP address to ping: "");
            String ipAddress = reader.readLine();
            List<String> command = new ArrayList<>();
            command.add(""ping"");
            command.add(ipAddress);
            ProcessBuilder processBuilder = new ProcessBuilder(command);
            Process process = processBuilder.start();
            BufferedReader inputStream = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String output = """";
            while ((output = inputStream.readLine()) != null) {
                System.out.println(output);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionExample {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a file name: "");
            String fileName = reader.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(""cat"", fileName);
            Process process = processBuilder.start();
            BufferedReader resultReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = resultReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class SecureCommandExecutionExample {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a file name: "");
        String fileName = reader.readLine();
        List<String> command = new ArrayList<>();
        command.add(""ls"");
        command.add(""-l"");
        command.add(fileName);
        ProcessBuilder processBuilder = new ProcessBuilder(command);
        Process process = processBuilder.start();
        BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = outputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionSecure {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(command.split("" ""));
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class SecureCommandExecution {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter the IP address to ping: "");
            String ip = reader.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(""ping"", ip);
            Process process = processBuilder.start();
            BufferedReader inputStream = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String output;
            while ((output = inputStream.readLine()) != null) {
                System.out.println(output);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class SecureCommandExecution {
    public static void main(String[] args) {
        try {
            BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter the IP address to ping: "");
            String ipAddress = br.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(""ping"", ipAddress);
            Process process = processBuilder.start();
            BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = reader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class SecureCommandExecutionExample {
    public static void main(String[] args) throws IOException, InterruptedException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter the IP address to ping: "");
        String ipAddress = reader.readLine();
        ProcessBuilder processBuilder = new ProcessBuilder(""ping"", ipAddress);
        Process process = processBuilder.start();
        BufferedReader processReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String outputLine;
        while ((outputLine = processReader.readLine()) != null) {
            System.out.println(outputLine);
        }
        int exitCode = process.waitFor();
        if (exitCode == 0) {
            System.out.println(""Ping successful."");
        } else {
            System.out.println(""Ping failed."");
        }
    }
}"
Command Injection,"import java.io.*;
public class CommandInjectionFixed {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            String[] commandArgs = { ""/bin/bash"", ""-c"", command };
            Process process = new ProcessBuilder(commandArgs).start();
            BufferedReader processOutputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = processOutputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionFixed {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter the IP address to ping: "");
        String ipAddress = reader.readLine();
        ProcessBuilder processBuilder = new ProcessBuilder(""ping"", ipAddress);
        Process process = processBuilder.start();
        BufferedReader inputStreamReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = inputStreamReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class SecureCommandExecutionExample {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter the IP address to ping: "");
            String ipAddress = reader.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(""ping"", ipAddress);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String inputLine;
            while ((inputLine = inputReader.readLine()) != null) {
                System.out.println(inputLine);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionSecure {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a command to execute: "");
        String command = reader.readLine();
        String[] commands = {""ping"", command}; 
        ProcessBuilder processBuilder = new ProcessBuilder(commands);
        Process process = processBuilder.start();
        BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String inputLine;
        while ((inputLine = inputReader.readLine()) != null) {
            System.out.println(inputLine);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionExample {
    public static void main(String[] args) throws IOException {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a file name to display its content: "");
        String fileName = br.readLine();
        ProcessBuilder processBuilder = new ProcessBuilder(""cat"", fileName);
        Process process = processBuilder.start();
        BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = reader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class SecureCommandExecutionDemo {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            List<String> commands = new ArrayList<>();
            commands.add(""ping"");
            commands.add(command);
            ProcessBuilder processBuilder = new ProcessBuilder(commands);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class SecureCommandExecution {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a command to execute: "");
        String command = reader.readLine();
        String[] commandArgs = command.split(""\\s+"");
        ProcessBuilder processBuilder = new ProcessBuilder(commandArgs);
        processBuilder.redirectErrorStream(true);
        Process process = processBuilder.start();
        BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = inputReader.readLine()) != null) {
            System.out.println(line);
        }
        process.destroy();
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionFixed {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter the IP address to ping: "");
            String ip = reader.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(""ping"", ip);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class SecureCommandExecution {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String userInput = reader.readLine();
            String[] commandWithArgs = userInput.split(""\\s+"");
            ProcessBuilder processBuilder = new ProcessBuilder(commandWithArgs);
            Process proc = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(proc.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionExample {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a directory name to list its contents: "");
            String directory = reader.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(""ls"", directory);
            Process process = processBuilder.start();
            BufferedReader processOutputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = processOutputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class CommandInjectionSecure {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a directory name: "");
        String directoryName = reader.readLine();
        List<String> command = new ArrayList<>();
        command.add(""ls"");
        command.add(""-l"");
        command.add(directoryName);
        ProcessBuilder processBuilder = new ProcessBuilder(command);
        Process process = processBuilder.start();
        BufferedReader processOutputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = processOutputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionExample {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine();
            String[] safeCommand = {""sh"", ""-c"", command}; 
            ProcessBuilder processBuilder = new ProcessBuilder(safeCommand);
            Process process = processBuilder.start();
            BufferedReader processOutputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = processOutputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class SecureCommandExecution {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a command to execute: "");
        String command = reader.readLine();
        ProcessBuilder processBuilder = new ProcessBuilder(command.split("" ""));
        Process process = processBuilder.start();
        BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = outputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionSecure {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = reader.readLine().trim(); 
            String[] commandArgs = command.split(""\\s+"");
            ProcessBuilder processBuilder = new ProcessBuilder(commandArgs);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class CommandInjectionSecure {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        System.out.print(""Enter a directory name: "");
        String directoryName = reader.readLine();
        if (!directoryName.matches(""[a-zA-Z0-9_/-]+"")) {
            System.out.println(""Invalid directory name. Please provide a valid name."");
            return;
        }
        ProcessBuilder processBuilder = new ProcessBuilder(""ls"", directoryName);
        Process process = processBuilder.start();
        BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = outputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}"
Command Injection,"import java.io.*;
public class CommandInjectionExample {
    public static void main(String[] args) {
        try {
            BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = br.readLine();
            ProcessBuilder processBuilder = new ProcessBuilder(""echo"", command);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class SecureCommandExecution {
    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String userInput = reader.readLine();
            List<String> command = new ArrayList<>();
            command.add(""ping"");
            command.add(userInput);
            ProcessBuilder processBuilder = new ProcessBuilder(command);
            Process process = processBuilder.start();
            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
public class CommandInjectionSecure {
    public static void main(String[] args) {
        try {
            BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = br.readLine();
            List<String> commands = new ArrayList<>();
            commands.add(""ping"");
            commands.add(command);
            ProcessBuilder pb = new ProcessBuilder(commands);
            Process process = pb.start();
            BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = reader.readLine()) != null) {
                System.out.println(line);
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
